2023-11-09 11:09:45.442 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-09 11:18:43.726 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@798c3225, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@644d2e54, org.springframework.security.web.context.SecurityContextPersistenceFilter@65ae32c3, org.springframework.security.web.header.HeaderWriterFilter@1d2486de, org.springframework.security.web.csrf.CsrfFilter@58f5beac, org.springframework.security.web.authentication.logout.LogoutFilter@3081e568, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6c9dde81, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@37467cb4, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@573cf595, org.springframework.security.web.session.SessionManagementFilter@1d6c71a2, org.springframework.security.web.access.ExceptionTranslationFilter@8682600, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@178fc129]
2023-11-09 11:18:43.812 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-09 11:18:43.913 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-09 11:18:43.923 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-09 11:18:43.938 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-09 11:18:43.945 INFO  [restartedMain] [com.shop.ShopApplication] - Started ShopApplication in 1.369 seconds (JVM running for 1.766)
2023-11-09 11:18:45.902 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-09 11:18:45.903 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-09 11:18:45.903 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 0 ms
2023-11-09 11:18:45.930 INFO  [http-nio-8085-exec-1] [com.zaxxer.hikari.HikariDataSource] - HikariPool-1 - Starting...
2023-11-09 11:18:45.973 INFO  [http-nio-8085-exec-1] [com.zaxxer.hikari.HikariDataSource] - HikariPool-1 - Start completed.
2023-11-09 11:26:12.941 INFO  [SpringApplicationShutdownHook] [com.zaxxer.hikari.HikariDataSource] - HikariPool-1 - Shutdown initiated...
2023-11-09 11:26:12.943 INFO  [SpringApplicationShutdownHook] [com.zaxxer.hikari.HikariDataSource] - HikariPool-1 - Shutdown completed.
2023-11-09 11:26:15.164 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-09 11:26:15.166 INFO  [restartedMain] [com.shop.ShopApplication] - Starting ShopApplication using Java 17.0.7 on FULL8-010 with PID 14456 (D:\spring_boot\shop\build\classes\java\main started by db400tea in D:\spring_boot\shop)
2023-11-09 11:26:15.167 INFO  [restartedMain] [com.shop.ShopApplication] - No active profile set, falling back to 1 default profile: "default"
2023-11-09 11:26:15.306 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-09 11:26:15.306 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-09 11:26:15.883 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-09 11:26:15.888 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-09 11:26:15.889 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-09 11:26:15.889 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-09 11:26:15.930 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-09 11:26:15.930 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 624 ms
2023-11-09 11:26:16.106 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: 93d38fcf-429e-4753-8f79-99009c582695

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-09 11:26:16.155 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@31fb5c85, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5bcf91dc, org.springframework.security.web.context.SecurityContextPersistenceFilter@7dc399e, org.springframework.security.web.header.HeaderWriterFilter@16d6915f, org.springframework.security.web.csrf.CsrfFilter@2095cb97, org.springframework.security.web.authentication.logout.LogoutFilter@416abc68, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5ad059ec, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6c7f020, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@b3202d7, org.springframework.security.web.session.SessionManagementFilter@3c7f1e36, org.springframework.security.web.access.ExceptionTranslationFilter@6c07d21e, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6b19ed22]
2023-11-09 11:26:16.234 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-09 11:26:16.336 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-09 11:26:16.345 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-09 11:26:16.356 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-09 11:26:16.362 INFO  [restartedMain] [com.shop.ShopApplication] - Started ShopApplication in 1.363 seconds (JVM running for 1.732)
2023-11-09 11:26:21.452 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-09 11:26:21.452 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-09 11:26:21.453 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 1 ms
2023-11-09 11:26:30.654 INFO  [http-nio-8085-exec-2] [com.zaxxer.hikari.HikariDataSource] - HikariPool-1 - Starting...
2023-11-09 11:26:30.736 INFO  [http-nio-8085-exec-2] [com.zaxxer.hikari.HikariDataSource] - HikariPool-1 - Start completed.
2023-11-09 11:35:40.475 INFO  [SpringApplicationShutdownHook] [com.zaxxer.hikari.HikariDataSource] - HikariPool-1 - Shutdown initiated...
2023-11-09 11:35:40.477 INFO  [SpringApplicationShutdownHook] [com.zaxxer.hikari.HikariDataSource] - HikariPool-1 - Shutdown completed.
